portfolio,id_ordre_travail,id_demande,etat,motif_standby,anomalie,urgence,impact_disponibilite,vandalisme,palliative,avec_demande_pdr,est_reouvert,site,zone,famille,groupe,localisation,actif,demandeur,ot_fils,date_declaration,createur_ot,date_creation_ot,utilisateur_prestataire,date_debut_reparation,responsable_cloture,date_cloture,commentaire_cloture,responsable_reouverture,date_reouverture,commentaire_ouverture,validateur_travaux,date_validation,responsable_rejet,date_rejet,motif_rejet,prestataire,cout_maindoeuvre,cout_pdr,cout_bc,cout_total,description,plateforme_creation,plateforme_prestataire,plateforme_cloture,plateforme_rejet,plateforme_reouverture,plateforme_validation,nombre_main_doeuvre,duree_intervention_par_heure,id_actif,time_to_closure_hours,time_to_start_hours,num_spare_parts_requests,total_parts_quantity,total_parts_cost,parts_articles,parts_families,parts_request_status
equipement,14195,14237,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Sprinkler,Entrepôt 102,Sprinkler LOT 102,sup-tmu-bat-eq- 08,Non,2025-01-31 14:45:00,zakariae lotfi,2025-01-31 20:39:00,sup-tmu-bat-eq- 08,2025-02-03 10:25:00,sup-tmu-bat-eq- 08,2025-02-03 11:29:00,Fixation des coffrets ,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,150.25,0.0,0.0,150.25,Des coffrets rouge de clé SPK   a Fixe au niveau  locaux ZFL2 : 42 / 52 / 62 / 72 / 82 / 92 / 102,MOBILE,WEB,WEB,WEB,WEB,WEB,2,1.05,5836,68.73333333333333,61.766666666666666,0,0.0,0.0,,,
equipement,14194,14239,OT Cloturé,,Fuite,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Sprinkler,Entrepôt 70,Sprinkler LOT 60 - 70,sup-tmu-bat-eq- 08,Non,2025-01-31 14:47:00,zakariae lotfi,2025-01-31 20:37:00,sup-tmu-bat-eq- 08,2025-02-03 11:20:00,sup-tmu-bat-eq- 08,2025-02-06 20:11:00,Réparation fuite de gasoil ,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,11563.91,1260.0,0.0,12823.91,Fuite de gasoil ( besoin de changement les 2 flexibles),MOBILE,WEB,WEB,WEB,WEB,WEB,2,80.81,5722,149.4,62.71666666666667,1,2.0,1260.0,Flexible gasoil 3/8 F/F simple coude 90° (7m),HYDRAULIQUE,cloture
batiment,14193,14232,OT Cloturé,,Robinet mal fixer,Moyen,non,False,False,True,False,TM1,TM01,Equipement plomberie et sanitaire,Robinet ,Sanitaire Marsa Maroc,Robinet 2,sup-tmu-bat- 05,Non,2025-01-31 13:07:00,Soufiane chegdali,2025-01-31 15:20:00,sup-tmu-bat- 05,2025-01-31 17:03:00,sup-tmu-bat- 05,2025-02-03 15:43:00,Fixation le robinet de lavabo ,,,,Soufiane chegdali,2025-07-14 21:34:00,,,,TMU,3673.8,24.0,0.0,3697.8,Le robinet est mal fixé eu bloc sanitaire de Marsa Maroc ,MOBILE,WEB,WEB,WEB,WEB,WEB,1,70.65,1237830,74.6,1.7166666666666666,1,2.0,24.0,kit de fixation de robinet de lavabo,PLOMBERIE,cloture
batiment,14192,14231,OT Cloturé,,Manque d'interrupteur,Moyen,non,False,False,True,False,TM1,TM01,Equipement éclairage,Interrupteur d'allumage ,Sanitaire Marsa Maroc,Interrupteur d'allumage 2,sup-tmu-bat- 05,Non,2025-01-31 13:06:00,Soufiane chegdali,2025-01-31 15:20:00,sup-tmu-bat- 05,2025-01-31 17:02:00,sup-tmu-bat- 05,2025-02-03 15:45:00,Installation d'une prise électrique ,,,,Soufiane chegdali,2025-07-14 21:34:00,,,,TMU,3675.88,36.0,0.0,3711.88,Manque de prise électrique au bloc sanitaire Marsa Maroc (erreur de modélisation),MOBILE,WEB,WEB,WEB,WEB,WEB,1,70.69,1237805,74.65,1.7,1,1.0,36.0,prise de courant électrique encastré,ELECTRICITE,cloture
batiment,14191,14234,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,TMSA,TMSA,Equipement éclairage,Spot,Siège TMSA-Tanger,Spot 1,Sup-MMI- TMSA,Non,2025-01-31 13:55:00,Chaymae Farah,2025-01-31 14:31:00,Sup-MMI- TMSA,2025-01-31 14:34:00,Sup-MMI- TMSA,2025-01-31 14:55:00,Fixation lampe couloir RDC,,,,Chaymae Farah,2025-04-27 01:05:00,,,,MMI,34.67,0.0,0.0,34.67,Fixation lampe couloir RDC,MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.32,1245052,1.0,0.05,0,0.0,0.0,,,
batiment,14190,14235,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,TMSA,TMSA,Equipement lot archi / Menuiserie ,Porte  bois,Siège TMSA-Tanger,Porte bois 1- Extérieur ,Sup-MMI- TMSA,Non,2025-01-31 13:57:00,Chaymae Farah,2025-01-31 14:31:00,Sup-MMI- TMSA,2025-01-31 14:35:00,Sup-MMI- TMSA,2025-01-31 14:54:00,Fixation d'une nouvelle miroir au toilette guéret extérieur,,,,Chaymae Farah,2025-04-27 01:05:00,,,,MMI,33.58,0.0,0.0,33.58,Fixation d'une nouvelle miroir au toilette guéret extérieur,MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.31,1244797,0.95,0.06666666666666667,0,0.0,0.0,,,
batiment,14189,14236,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,TMSA,TMSA,Equipement plomberie et sanitaire,Pompe de filtration,Siège TMSA-Tanger,Pompe de filtration 1 ,Sup-MMI- TMSA,Non,2025-01-31 14:21:00,Chaymae Farah,2025-01-31 14:30:00,Sup-MMI- TMSA,2025-01-31 14:35:00,Sup-MMI- TMSA,2025-01-31 14:52:00,Débouchage des canalisations d'eau usée en extérieur,,,,Chaymae Farah,2025-04-27 01:06:00,,,,MMI,30.33,0.0,0.0,30.33,Débouchage des  canalisations d'eau usée en extérieur,MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.28,1244730,0.5166666666666667,0.08333333333333333,0,0.0,0.0,,,
infrastructure,14188,14223,OT Cloturé,,Dégradation,Moyen,non,False,False,False,False,PPR,PPR01,Regard d'assainissement,Regard EU-EPL,PPR Regard EU-EPL,PPR Regard EU-EPL 152,Animateur 01,Non,2025-01-31 09:08:00,Soufiane chegdali,2025-01-31 12:07:00,sup-nzala- 01,2025-02-04 07:57:00,sup-nzala- 01,2025-02-10 19:56:00,Les trappes ont été soudées,,,,Said Touil,2025-05-19 10:10:00,,,,NZALA,14992.79,0.0,0.0,14992.79,Des grilles caniveaux à souder au niveau du parking n° 15 au quai 06. ,MOBILE,WEB,WEB,WEB,WEB,WEB,2,155.98,33068,250.8,91.83333333333333,0,0.0,0.0,,,
batiment,14187,14228,OT Cloturé,,Dégradation du paumelle,Moyen,non,False,True,True,False,TM1,SAS IMPORT,Equipement lot archi / Menuiserie ,Porte aluminium,Batiment SDFM - extension sas,Porte Aluminium 1,sup-tmu-bat- 05,Non,2025-01-31 11:08:00,Chaymae Farah,2025-01-31 11:50:00,sup-tmu-bat- 05,2025-01-31 12:32:00,sup-tmu-bat- 05,2025-02-04 11:32:00,Changement des paumelles ,,,,Soufiane chegdali,2025-04-24 15:40:00,,,,TMU,4939.48,384.0,0.0,5323.48,Endommagement des paumelles de la porte aluminium à côté de l'administration PIF SAS IMPORT.TM1,MOBILE,WEB,WEB,WEB,WEB,WEB,1,94.99,166251,96.4,0.7,1,3.0,384.0,Paumelle aluminium,MENUISERIE,cloture
batiment,14186,14227,OT Cloturé,,Chasse endommagé ,Moyen,non,False,False,True,False,PPR,PPR01,Equipement plomberie et sanitaire,WC Sanitaire,Ancienne gare maritime,WC Sanitaire 1,sup-tmu-bat- 05,Non,2025-01-31 10:27:00,Chaymae Farah,2025-01-31 11:50:00,sup-tmu-bat- 05,2025-01-31 12:31:00,sup-tmu-bat- 05,2025-02-03 15:47:00,Changement de mécanisme ,,,,Chaymae Farah,2025-03-26 00:41:00,,,,TMU,3912.48,700.0,0.0,4612.48,Mécanisme endommagée au locale sanitaire de police ancienne gare maritime GATE2,MOBILE,WEB,WEB,WEB,WEB,WEB,1,75.24,129326,77.33333333333333,0.6833333333333333,1,1.0,700.0,Mécanisme chasse d'eau pour WC standard et suspendu,PLOMBERIE,cloture
batiment,14185,14226,OT Cloturé,,déchiré,Moyen,non,False,False,True,False,PPR,PPR01,Equipement lot archi / Menuiserie ,Drapeau,Ancienne gare maritime,Drapeau -,sup-tmu-bat- 05,Non,2025-01-31 10:24:00,Chaymae Farah,2025-01-31 11:49:00,sup-tmu-bat- 05,2025-01-31 12:30:00,sup-tmu-bat- 05,2025-02-05 09:56:00,Changement de drapeau ,,,,Chaymae Farah,2025-03-26 00:42:00,,,,TMU,6104.8,1200.0,0.0,7304.8,le drapeau situé à l’ancienne gare maritime est actuellement déchiré. Son état détérioré nuit à l’image du site et ne reflète pas le respect dû à nos symboles nationaux.,MOBILE,WEB,WEB,WEB,WEB,WEB,1,117.4,1227618,119.53333333333333,0.6833333333333333,1,1.0,1200.0,Drapeau Maroc,DIVERS,cloture
batiment,14184,14224,OT Cloturé,,Manque de robinet,Moyen,non,False,False,True,False,TM1,TMPC01,Equipement plomberie et sanitaire,Robinet ,Gare Maritime TMPC,Robinet 2,Animateur 01,Non,2025-01-31 09:11:00,Chaymae Farah,2025-01-31 11:48:00,sup-tmu-bat- 05,2025-02-20 11:34:00,sup-tmu-bat- 05,2025-02-24 15:44:00,Installation de robinet ,,,,Hamza Elguetioui,2025-03-18 12:14:00,,,,TMU,5258.24,820.0,0.0,6078.24,Manque du robinet au bloc sanitaire hommes à la salle débarquement à la gare maritime.,MOBILE,WEB,WEB,WEB,WEB,WEB,1,101.12,1229330,582.55,479.76666666666665,1,1.0,820.0,Robinet lavabo mitigeur,PLOMBERIE,cloture
batiment,14183,14225,OT Cloturé,,Chasse endommagé ,Moyen,oui,False,False,True,False,PPR,PPR01,Equipement plomberie et sanitaire,WC Sanitaire,Sanitaire et mosquee Quai 6,WC Sanitaire 3,Animateur 01,Non,2025-01-31 09:16:00,Soufiane chegdali,2025-01-31 09:41:00,sup-tmu-bat- 05,2025-01-31 10:17:00,sup-tmu-bat- 05,2025-02-04 14:48:00,Le toilette anglaise a été fixé,,,,Said Touil,2025-07-29 17:46:00,,,,TMU,5222.88,306.0,0.0,5528.88,Chasse d'eau mal fixer au niveau de la toilette PMR au quai 06.,MOBILE,WEB,WEB,WEB,WEB,WEB,1,100.44,158024,101.53333333333333,0.6,2,2.0,306.0,"silicone, Paire fixation toilette","DIVERS, PLOMBERIE",cloture
batiment,14182,14195,OT Cloturé,,Flexible de WC endommagée,Moyen,oui,True,False,True,False,TM1,SAS IMPORT,Equipement plomberie et sanitaire,WC Sanitaire,Sanitaire Sas Import,WC Sanitaire 1,sup-tmu-bat- 05,Non,2025-01-30 13:44:00,Saadia agnouch,2025-01-31 09:10:00,sup-tmu-bat- 05,2025-01-31 09:42:00,sup-tmu-bat- 05,2025-02-03 14:06:00,Changement le flexible de WC,,,,Soufiane chegdali,2025-04-24 15:41:00,,,,TMU,3971.76,24.0,0.0,3995.76,"Une fuite d'eau a été localisée au bloc sanitaire du sas extension SAS IMPORT, due à l'endommagement d'un flexible de WC.",MOBILE,WEB,WEB,WEB,WEB,WEB,1,76.38,164123,96.36666666666666,0.5333333333333333,1,1.0,24.0,Flexible  évacuation toilette,PLOMBERIE,cloture
infrastructure,14181,14191,OT Cloturé,,MECANIQUE,Moyen,non,False,False,False,False,TM1,TM01,Ouvrages d'amarrage et d'accostage,Bollard,Môle car Carrier,Bollard 01 - 150T,SUP-AFP-OUV- 01,Non,2025-01-30 12:11:00,Saadia agnouch,2025-01-31 09:10:00,SUP-AFP-OUV- 01,2025-01-31 21:44:00,SUP-AFP-OUV- 01,2025-01-31 23:44:00,Réparation le visible de bollard endommagé,,,,Soufiane chegdali,2025-07-14 22:06:00,,,,AQUA FLOR PROTECT ,1265.33,0.0,0.0,1265.33,"Le visible de bollard endommagé, réparation nécessaire",MOBILE,WEB,WEB,WEB,WEB,WEB,6,1.97,18032,35.55,12.566666666666666,0,0.0,0.0,,,
equipement,14180,14161,OT Rejeté,,Lampes éteints ,Moyen,non,False,False,False,False,TM2,ZEXT01,Equipement Electrique,Eclairage décoratif,RN16,Eclairage décoratif portail 2 Giratoire TM2,SUP-TMU-EQ- 03,Non,2025-01-29 14:16:00,Saadia agnouch,2025-01-31 09:08:00,SUP-TMU-EQ- 03,2025-02-02 11:29:00,,,,,,,,,Nour-Eddine  ENNEJMAOUI,2025-02-03 00:55:00,OT EN DOUBLE - VOIR Détails de l'OT 14174 (DI 14221),TMU,0.0,0.0,0.0,0.0,LEDs des lettres éteint ,MOBILE,WEB,WEB,WEB,WEB,WEB,0,0.0,5715,,50.35,0,0.0,0.0,,,
batiment,14179,14189,OT Cloturé,,Degradation ,Moyen,non,True,True,False,False,TM1,SAS EXPORT,Equipement plomberie et sanitaire,Lavabo,Batiment 4-G,Lavabo 1,sup-tmu-bat- 05,Non,2025-01-30 10:45:00,Saadia agnouch,2025-01-31 09:07:00,sup-tmu-bat- 05,2025-01-31 09:42:00,sup-tmu-bat- 05,2025-01-31 10:37:00,Réparation de lavabo ,,,,Soufiane chegdali,2025-04-24 15:41:00,,,,TMU,46.28,0.0,0.0,46.28,Dégradation de lavabo /dépotage bâtiment 4 SAS EXPORT.TM1,MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.89,153836,23.866666666666667,0.5833333333333334,0,0.0,0.0,,,
infrastructure,14178,14192,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,TM1,TM01,Terre plein,Parking,TM1 Parking,TM1 Parking 1,SUP-TMU- CN,Non,2025-01-30 12:15:00,Saadia agnouch,2025-01-31 09:07:00,SUP-TMU- CN,2025-01-31 09:11:00,SUP-TMU- CN,2025-01-31 10:04:00,évacuation des déchets et nettoyage,,,,Soufiane chegdali,2025-07-14 22:06:00,,,,TMU-CN,9266.22,0.0,0.0,9266.22,Déchets délaissés,MOBILE,WEB,WEB,WEB,WEB,WEB,3,0.86,28053,21.816666666666666,0.06666666666666667,0,0.0,0.0,,,
batiment,14177,14193,OT Cloturé,,Desencastrement,Moyen,non,True,False,False,False,TM1,SAS IMPORT,Equipement électrique,Prise de courant ,Batiment douane sortie vide,Prise de courant 2,sup-tmu-bat- 05,Non,2025-01-30 12:17:00,Saadia agnouch,2025-01-31 09:06:00,sup-tmu-bat- 05,2025-01-31 09:42:00,sup-tmu-bat- 05,2025-01-31 10:36:00,Fixation des prises et installation la cache de goulotte ,,,,Soufiane chegdali,2025-04-24 15:42:00,,,,TMU,45.76,0.0,0.0,45.76,"Situation dangereuse a été détectée à la sortie du sas import : des fils électriques sont visibles, ce qui peut entraîner un risque de court-circuit ou d'électrocution",MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.88,163871,22.316666666666666,0.6,0,0.0,0.0,,,
batiment,14176,14198,OT Cloturé,,Manque de store,Moyen,non,False,False,False,False,PPR,PPR01,Equipement lot archi / Menuiserie ,Fenêtre ,Ancienne gare maritime,Fenêtre 1,sup-tmu-bat- 05,Non,2025-01-30 15:42:00,Saadia agnouch,2025-01-31 09:06:00,sup-tmu-bat- 05,2025-01-31 09:42:00,sup-tmu-bat- 05,2025-01-31 10:34:00,Montage de store ,,,,Chaymae Farah,2025-03-26 00:42:00,,,,TMU,44.72,0.0,0.0,44.72,Manque de store au caserne gendarmée (Erreur de modélisation),MOBILE,WEB,WEB,WEB,WEB,WEB,1,0.86,127585,18.866666666666667,0.6,0,0.0,0.0,,,
infrastructure,14175,14222,OT Cloturé,,Endommagement ,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Clôture,Clôture,Sas Export Clôture,Sas Export Clôture 299,animateur 02,Non,2025-01-31 07:11:00,animateur 02,2025-01-31 07:11:00,sup-nzala- 01,2025-02-01 08:12:00,sup-nzala- 01,2025-02-10 11:40:00,Le panneau a été réparé,,,,Soufiane chegdali,2025-04-13 16:58:00,,,,NZALA,21078.15,0.0,0.0,21078.15,Clôture est endommagée au niveau de ZFL2.,WEB,WEB,WEB,WEB,WEB,WEB,2,219.29,25942,244.48333333333332,25.016666666666666,0,0.0,0.0,,,
equipement,14174,14221,OT Cloturé,,Lampes éteints ,Moyen,non,False,False,True,False,TM2,ZEXT01,Equipement Electrique,Eclairage décoratif,RN16,Eclairage décoratif portail 2 Giratoire TM2,SUP-TMU-EQ- 03,Non,2025-01-31 00:28:00,SUP-TMU-EQ- 03,2025-01-31 00:28:00,SUP-TMU-EQ- 03,2025-01-31 00:29:00,SUP-TMU-EQ- 03,2025-02-03 22:37:00,Changement des leds des mots de portail tanger MED en arabe,,,,Said Touil,2025-06-11 12:31:00,,,,TMU,1954.15,306.5,0.0,2260.65,Leds des lettres grillées,WEB,WEB,WEB,WEB,WEB,WEB,2,94.04,5715,94.15,0.016666666666666666,2,2.0,306.5,"silicone, Barrette de connexion 2,5mm","DIVERS, ELECTRICITE",cloture
equipement,14173,14220,OT Cloturé,,Fuite,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Sprinkler,Entrepôt 92-102,Sprinkler LOT 92 - 102,SUP-TMU-EQ- 03,Non,2025-01-31 00:22:00,SUP-TMU-EQ- 03,2025-01-31 00:22:00,SUP-TMU-EQ- 03,2025-01-31 00:29:00,sup-tmu-bat-eq- 08,2025-02-03 14:37:00,Changement des flexibles gasoil SPK lot 92/102,,,,zakariae lotfi,2025-06-25 09:52:00,,,,TMU,12318.05,630.0,0.0,12948.05,Fuite de gazoil,WEB,WEB,WEB,WEB,WEB,WEB,2,86.08,5725,86.25,0.11666666666666667,1,1.0,630.0,Flexible gasoil 3/8 F/F simple coude 90° (7m),HYDRAULIQUE,cloture
equipement,14172,14219,OT Cloturé,,Fuite,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Sprinkler,Entrepôt 92-102,Sprinkler LOT 92 - 102,SUP-TMU-EQ- 03,Non,2025-01-31 00:22:00,SUP-TMU-EQ- 03,2025-01-31 00:22:00,sup-tmu-bat-eq- 08,2025-01-31 10:22:00,sup-tmu-bat-eq- 08,2025-02-03 14:38:00,changement Flexible gasoil ,,,,zakariae lotfi,2025-06-25 09:51:00,,,,TMU,10911.38,1260.0,0.0,12171.38,Fuite de gazoil,WEB,WEB,WEB,WEB,WEB,WEB,2,76.25,5725,86.26666666666667,10.0,1,2.0,1260.0,Flexible gasoil 3/8 F/F simple coude 90° (7m),HYDRAULIQUE,cloture
equipement,14171,14218,OT Cloturé,,Fuite,Moyen,non,False,False,True,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Sprinkler,Entrepôt 92-102,Sprinkler LOT 92 - 102,SUP-TMU-EQ- 03,Non,2025-01-31 00:22:00,SUP-TMU-EQ- 03,2025-01-31 00:22:00,sup-tmu-bat-eq- 08,2025-01-31 14:56:00,sup-tmu-bat-eq- 08,2025-02-03 14:43:00,Changement Flexible gasoil ,,,,zakariae lotfi,2025-06-25 09:51:00,,,,TMU,10271.72,53.0,0.0,10324.72,Fuite de gazoil,WEB,WEB,WEB,WEB,WEB,WEB,2,71.78,5725,86.35,14.566666666666666,1,1.0,53.0,Flexible gasoil 3/8 F/F 50cm,HYDRAULIQUE,cloture
equipement,14170,14217,OT Cloturé,,Fuite,Moyen,non,False,False,False,False,MEDHUB,ZFL01,Equipement de protection contre incendie,Sprinkler,Entrepôt 92-102,Sprinkler LOT 92 - 102,SUP-TMU-EQ- 03,Non,2025-01-31 00:21:00,SUP-TMU-EQ- 03,2025-01-31 00:22:00,sup-tmu-bat-eq- 08,2025-02-06 20:15:00,sup-tmu-bat-eq- 08,2025-02-06 20:16:00,Réparation fuite de gasoil,,,,zakariae lotfi,2025-06-25 09:51:00,,,,TMU,1.43,0.0,0.0,1.43,Fuite de gazoil,WEB,WEB,WEB,WEB,WEB,WEB,2,0.01,5725,163.91666666666666,163.88333333333333,0,0.0,0.0,,,
batiment,14169,14216,OT Cloturé,,Manque de porte,Moyen,non,False,False,True,False,TM1,SAS IMPORT,Equipement lot archi / Menuiserie ,Porte aluminium,Batiment SDFM - extension sas,Porte Aluminium 1,animateur 02,Non,2025-01-31 00:00:00,animateur 02,2025-01-31 00:00:00,sup-tmu-bat- 05,2025-01-31 11:01:00,sup-tmu-bat- 05,2025-02-04 14:12:00,Remplacement des paumelles de la porte des agents d'orientation et remise en place,,,,Soufiane chegdali,2025-04-24 15:42:00,,,,TMU,5156.84,384.0,0.0,5540.84,Porte de bungalow complètement arrachée des agents orientations au niveau de la route périphériques TM1 côté station gasoil,WEB,WEB,WEB,WEB,WEB,WEB,1,99.17,166251,110.2,11.016666666666667,1,3.0,384.0,Paumelle aluminium,MENUISERIE,cloture
batiment,14168,14215,OT Cloturé,,Fissure,Moyen,non,False,True,False,False,TM1,SAS IMPORT,Element de structure ,Dalle,Batiment SDFM - extension sas,Dalle,animateur 02,Non,2025-01-30 23:53:00,animateur 02,2025-01-30 23:53:00,sup-tmu-bat- 05,2025-02-10 15:28:00,sup-tmu-bat- 05,2025-02-10 16:52:00,Dépannage du sol avec du bois (solution provisoire),,,,Soufiane chegdali,2025-04-24 15:42:00,,,,TMU,71.24,0.0,0.0,71.24,"Présence de fissure au sol du bungalow des agents d'orientation, ce qui présente un risque de chute de plain-pied pour les utilisateurs de cette zone au niveau de la route périphérique TM1 à proximité de la station gasoil",WEB,WEB,WEB,WEB,WEB,WEB,1,1.37,166154,256.98333333333335,255.58333333333334,0,0.0,0.0,,,
infrastructure,14167,14214,OT Cloturé,,endommage,Moyen,non,False,False,False,False,TM1,ZEXT01,Voies de circulation,Panneaux de signalisation,RN16,CI,animateur 02,Non,2025-01-30 21:43:00,animateur 02,2025-01-30 21:43:00,sup-nzala- 01,2025-02-01 08:12:00,sup-nzala- 01,2025-02-10 11:25:00,Le panneau a été fixé,,,,Chaymae Farah,2025-07-15 21:01:00,,,,NZALA,21069.5,0.0,0.0,21069.5,Panneau de signalisation routière endommagé au niveau de la voie externe reliant entre rond-point gare maritime et rond-point entrée SAS EXPORT TM1. ,WEB,WEB,WEB,WEB,WEB,WEB,2,219.2,42039,253.7,34.483333333333334,0,0.0,0.0,,,
batiment,14166,14213,OT Cloturé,,Hors service ,Moyen,non,False,False,False,False,TMSA,TMSA,Equipement climatisation et VMC,Mono split ,Siège TMSA-Tanger,Mono split 1,Sup-MMI- TMSA,Non,2025-01-30 21:40:00,Sup-MMI- TMSA,2025-01-30 21:40:00,Sup-MMI- TMSA,2025-01-31 10:21:00,Sup-MMI- TMSA,2025-01-31 11:05:00,Installation d'une nouvelle clim au salle serveur 36000 Btu ,,,,Chaymae Farah,2025-04-27 01:06:00,,,,MMI,153.83,0.0,0.0,153.83,Installation d'une nouvelle clim au salle serveur,WEB,WEB,WEB,WEB,WEB,WEB,2,0.71,1244611,13.416666666666666,12.683333333333334,0,0.0,0.0,,,
infrastructure,14165,14212,OT Cloturé,,Dégradation,Moyen,non,True,False,False,False,TM1,SAS EXPORT,Terre plein,Parking,SAS EXP Parking,SAS EXP Parking 4,animateur 02,Non,2025-01-30 20:29:00,animateur 02,2025-01-30 20:29:00,sup-nzala- 01,2025-02-08 07:57:00,sup-nzala- 01,2025-02-10 08:17:00,Les dégradations ont été traités,,,,Soufiane chegdali,2025-04-13 16:58:00,,,,NZALA,4643.56,0.0,0.0,4643.56,Bordure endommagée avec apparition des extrémités de ferraillage pointues au niveau du parking après scanner SAS EXPORT TM1. ,WEB,WEB,WEB,WEB,WEB,WEB,2,48.31,28027,251.8,203.46666666666667,0,0.0,0.0,,,
batiment,14164,14211,OT Cloturé,,Dégradation au mur ,Moyen,non,False,False,False,False,TM1,SAS EXPORT,Equipement lot archi / Menuiserie ,Cloison,Batiment 7-H,Cloison ,animateur 02,Non,2025-01-30 20:13:00,animateur 02,2025-01-30 20:13:00,sup-tmu-bat- 05,2025-02-19 15:25:00,sup-tmu-bat- 05,2025-02-19 16:53:00,Réfection du mur,,,,Soufiane chegdali,2025-04-24 15:42:00,,,,TMU,75.92,0.0,0.0,75.92,,WEB,WEB,WEB,WEB,WEB,WEB,1,1.46,150907,476.6666666666667,475.2,0,0.0,0.0,,,
batiment,14163,14210,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,TMSA,TMSA,Equipement lot archi / Menuiserie ,Porte  bois,Siège TMSA-Tanger,Porte bois 1,Sup-MMI- TMSA,Non,2025-01-30 19:48:00,Sup-MMI- TMSA,2025-01-30 19:48:00,Sup-MMI- TMSA,2025-01-30 19:51:00,Sup-MMI- TMSA,2025-01-30 21:25:00,"Refixation de chaise au salle réunion TMZ2 1er étage_x000d_
Photos",,,,Saadia agnouch,2025-01-31 09:12:00,,,,MMI,167.91,0.0,0.0,167.91,Refixation de chaise au salle réunion TMZ2 1er étage,WEB,WEB,WEB,WEB,WEB,WEB,1,1.55,1244711,1.6166666666666667,0.05,0,0.0,0.0,,,
batiment,14162,14209,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,TMSA,TMSA,Equipement électrique,Armoire électrique ,Siège TMSA-Tanger,Armoire électrique 3,Sup-MMI- TMSA,Non,2025-01-30 19:44:00,Sup-MMI- TMSA,2025-01-30 19:44:00,Sup-MMI- TMSA,2025-01-30 19:51:00,Sup-MMI- TMSA,2025-01-30 19:57:00,Changement d'interrupteur éclairage plateau juridique. 1er étage,,,,Saadia agnouch,2025-01-31 09:14:00,,,,MMI,9.75,0.0,0.0,9.75,Changement d'interrupteur éclairage plateau  juridique. 1er étage,WEB,WEB,WEB,WEB,WEB,WEB,1,0.09,1245085,0.21666666666666667,0.11666666666666667,0,0.0,0.0,,,
batiment,14161,14208,OT Cloturé,,Travaux de maintenance,Moyen,non,False,False,False,False,TMSA,TMSA,Equipement plomberie et sanitaire,Douchette ,Siège TMSA-Tanger,Douchette 1,Sup-MMI- TMSA,Non,2025-01-30 19:41:00,Sup-MMI- TMSA,2025-01-30 19:41:00,Sup-MMI- TMSA,2025-01-30 19:42:00,Sup-MMI- TMSA,2025-01-30 19:55:00,Changement de douchette aux toilettes femmes TMZ 1er étage,,,,Chaymae Farah,2025-04-27 01:06:00,,,,MMI,22.75,0.0,0.0,22.75,Changement de douchette aux toilettes  femmes TMZ 1er etage,WEB,WEB,WEB,WEB,WEB,WEB,1,0.21,1245171,0.23333333333333334,0.016666666666666666,0,0.0,0.0,,,
batiment,14160,14207,OT Cloturé,,Problème d'alimentation,Moyen,non,False,False,False,False,TMSA,TMSA,Equipement éclairage,Projecteur,Siège TMSA-Tanger,Projecteur 1,Sup-MMI- TMSA,Non,2025-01-30 19:37:00,Sup-MMI- TMSA,2025-01-30 19:37:00,Sup-MMI- TMSA,2025-01-30 19:37:00,Sup-MMI- TMSA,2025-01-30 19:53:00,Changement fusible commande éclairage 1 circuit 1 éclairage extérieur,,,,Chaymae Farah,2025-04-27 01:06:00,,,,MMI,27.08,0.0,0.0,27.08,Changement fusible commande éclairage 1 circuit 1 éclairage exterieur,WEB,WEB,WEB,WEB,WEB,WEB,1,0.25,1244979,0.26666666666666666,0.0,0,0.0,0.0,,,
