article,total_qty,total_cost,n_requests,famille,daily_demand,forecast_qty,forecast_cost
Y pvc Ø50,6.0,18.0,6,PLOMBERIE,0.006263048016701462,0.5636743215031316,1.6910229645093948
Réduction PVC Ø75-50,3.0,18.0,2,PLOMBERIE,0.003131524008350731,0.2818371607515658,1.6910229645093948
Starters S10 /S2 MAZDA,4.0,16.0,3,ELECTRICITE,0.0041753653444676405,0.3757828810020876,1.5031315240083505
Teinte bleu,1.0,16.0,1,PEINTURE,0.0010438413361169101,0.0939457202505219,1.5031315240083505
Joint fibre 3/4 clim,4.0,16.0,1,CLIMATISATION,0.0041753653444676405,0.3757828810020876,1.5031315240083505
te égale ppr 32,3.0,15.0,2,PLOMBERIE,0.003131524008350731,0.2818371607515658,1.4091858037578289
Brosse métallique pour brossage bordure,1.0,15.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,1.4091858037578286
Panel LED apparent rond à 18W 6500 K,7.0,14.0,3,ELECTRICITE,0.007306889352818371,0.6576200417536534,1.3152400835073068
Flexible d'evacuation Lavabo Ø32,1.0,14.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,1.3152400835073066
Douille GU5,50.0,12.5,1,ELECTRICITE,0.05219206680584551,4.697286012526096,1.174321503131524
Coude 75 90 CPVC HP,10.0,12.5,3,PLOMBERIE,0.010438413361169102,0.9394572025052192,1.174321503131524
Y pvc Ø32,1.0,12.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,1.127348643006263
Tige Inox 1M Ø8,1.0,12.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,1.127348643006263
Tube multicouches RETUBE MEDHUB,1.0,10.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,0.939457202505219
coude égale 90 PPR 63 ,2.0,10.0,1,PLOMBERIE,0.0020876826722338203,0.1878914405010438,0.939457202505219
Collier de fixation tube Ø100,1.0,10.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,0.939457202505219
Lampes LED B22 15W 6500K	,1.0,10.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.939457202505219
T  75 PEHD HP,1.0,10.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,0.939457202505219
coude égale 90 PPR 32,2.0,10.0,1,PLOMBERIE,0.0020876826722338203,0.1878914405010438,0.939457202505219
Y pvc Ø40,3.0,9.0,2,PLOMBERIE,0.003131524008350731,0.2818371607515658,0.8455114822546974
Té pvc Ø32,1.0,8.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,0.7515657620041752
Cosse 95,1.0,7.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.6576200417536533
KIT DE FIXATION POUR CUVETTE STANDARD MEDHUB,2.0,6.0,1,PLOMBERIE,0.0020876826722338203,0.1878914405010438,0.5636743215031315
Joint robinet 3/4,5.0,5.0,3,PLOMBERIE,0.005219206680584551,0.4697286012526096,0.4697286012526096
Ecrou D16,3.0,3.0,1,DIVERS,0.003131524008350731,0.2818371607515658,0.2818371607515658
Bouchon 40 PVC HP,1.0,3.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,0.28183716075156573
CULOTTE PVC D40,2.0,2.5,1,PLOMBERIE,0.0020876826722338203,0.1878914405010438,0.23486430062630476
Interrupteur double allumage blanc MEDHUB,1.0,2.5,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.23486430062630476
Abattant  sanitaire suspendu,3.0,0.0,3,PLOMBERIE,0.003131524008350731,0.2818371607515658,0.0
Vis de bois,255.0,0.0,14,MENUISERIE,0.2661795407098121,23.956158663883087,0.0
Chaines de 5 maillons DN40mm,6.0,0.0,1,MECANIQUE,0.006263048016701462,0.5636743215031316,0.0
Chaine de 9 maillons DN40mm,8.0,0.0,1,MECANIQUE,0.008350730688935281,0.7515657620041752,0.0
Amourtisseur  bouclier SPC 1200 G2.8,1.0,0.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
Presse etoupe D29,1.0,0.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.0
Chaine de 7 maillons DN40mm,6.0,0.0,1,MECANIQUE,0.006263048016701462,0.5636743215031316,0.0
Amourtisseur Bouclier  HC 1150H + Bouclier,5.0,0.0,1,MECANIQUE,0.005219206680584551,0.4697286012526096,0.0
Amourtisseur HC 1150H,3.0,0.0,1,MECANIQUE,0.003131524008350731,0.2818371607515658,0.0
transformateur 12v,4.0,0.0,3,ELECTRICITE,0.0041753653444676405,0.3757828810020876,0.0
Chaine de 7 maillons DN35mm,10.0,0.0,1,MECANIQUE,0.010438413361169102,0.9394572025052192,0.0
Chaine de 6 maillons DN50mm,10.0,0.0,1,MECANIQUE,0.010438413361169102,0.9394572025052192,0.0
Cheville plastique avec visØ 12,51.0,0.0,3,DIVERS,0.05323590814196242,4.791231732776618,0.0
Amourtiseur bouclier  SCN 1200 E2.9,1.0,0.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
"Rouler 24 V ""ALLEN-BRADLEY""",4.0,0.0,1,ELECTRICITE,0.0041753653444676405,0.3757828810020876,0.0
Contacteur SIEMENS,1.0,0.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.0
"Presostat de pression - Huile ""NORGREN"" -Rampe-",1.0,0.0,1,ELECTROMECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
Porte papier hygienique petite forme inox,6.0,0.0,2,PLOMBERIE,0.006263048016701462,0.5636743215031316,0.0
Chaine de 5 mailons DN40mm,13.0,0.0,1,MECANIQUE,0.013569937369519834,1.221294363256785,0.0
Cosse 70,8.0,0.0,1,ELECTRICITE,0.008350730688935281,0.7515657620041752,0.0
Plaque antifrictions de dimensions de dimensions 700x220x40,6.0,0.0,1,MECANIQUE,0.006263048016701462,0.5636743215031316,0.0
Vigi disjoncteur compact 4P,3.0,0.0,1,ELECTRICITE,0.003131524008350731,0.2818371607515658,0.0
Platine d’assemblage des chaines de défenses SCN 1200 E2.9,2.0,0.0,1,MECANIQUE,0.0020876826722338203,0.1878914405010438,0.0
Amourtiseur Bouclier SCN 1200 E3.0,1.0,0.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
Plaque de signalisation Toilette,20.0,0.0,1,DIVERS,0.020876826722338204,1.8789144050104385,0.0
Amourtiseur Bouclier   SCN 1200 E1.6,1.0,0.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
Plaque antifrictions de dimensions de dimensions 720x167x40,86.0,0.0,1,MECANIQUE,0.08977035490605428,8.079331941544886,0.0
Plaque antifrictions de dimensions de dimensions 700x300x40,12.0,0.0,1,MECANIQUE,0.012526096033402923,1.1273486430062631,0.0
Condensateur de demarage 200µf,1.0,0.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.0
Vis SPAX Ø6*60,231.0,0.0,15,MENUISERIE,0.24112734864300625,21.70146137787056,0.0
Rivet,870.0,0.0,8,DIVERS,0.9081419624217119,81.73277661795407,0.0
Chaine de 5 maillons DN50mm,8.0,0.0,1,MECANIQUE,0.008350730688935281,0.7515657620041752,0.0
"Axe de verrin ""RAMPE""",1.0,0.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
Bouton poussoire vert,1.0,0.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.0
Bouton arrêt d'urgence XB5 AS542 (PASSERELLE),1.0,0.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.0
Boulon fusible à 300 Tonnes,44.0,0.0,1,MECANIQUE,0.04592901878914405,4.133611691022964,0.0
Boulon fusible à 200 Tonnes,50.0,0.0,2,MECANIQUE,0.05219206680584551,4.697286012526096,0.0
Boulon fusible à 150 Tonnes,76.0,0.0,1,MECANIQUE,0.07933194154488518,7.139874739039667,0.0
Boulon fusible à 100 Tonnes,54.0,0.0,1,MECANIQUE,0.05636743215031315,5.073068893528184,0.0
Boulon de fixation de clôture,90.0,0.0,1,DIVERS,0.09394572025052192,8.455114822546973,0.0
Boulon Fusible à 30 Tonnes,24.0,0.0,1,MECANIQUE,0.025052192066805846,2.2546972860125263,0.0
Reducteur pvc 160*110,1.0,0.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,0.0
Baguette de soudage R10 D2.5,1400.0,0.0,1,MECANIQUE,1.4613778705636744,131.5240083507307,0.0
Robinet temporisé vasque ,1.0,0.0,1,PLOMBERIE,0.0010438413361169101,0.0939457202505219,0.0
Bollard à 300 Tonnes + platine,1.0,0.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
Bollard à 150 Tonnes + platine,2.0,0.0,1,MECANIQUE,0.0020876826722338203,0.1878914405010438,0.0
Bollard à 100 Tonnes pour quai Vrac TM2,3.0,0.0,1,MECANIQUE,0.003131524008350731,0.2818371607515658,0.0
Bollard à 100 Tonnes + platine,3.0,0.0,1,MECANIQUE,0.003131524008350731,0.2818371607515658,0.0
Scotche special NOIR,4.0,0.0,3,DIVERS,0.0041753653444676405,0.3757828810020876,0.0
Amourtisseur bouclier  SPC 1600 G2.5,4.0,0.0,1,MECANIQUE,0.0041753653444676405,0.3757828810020876,0.0
Chaine de 5 maillons DN30mm,10.0,0.0,1,MECANIQUE,0.010438413361169102,0.9394572025052192,0.0
Rondelle Ø08 mm,40.0,0.0,3,DIVERS,0.04175365344467641,3.757828810020877,0.0
Chaine de 23 maillons DN35mm,8.0,0.0,2,MECANIQUE,0.008350730688935281,0.7515657620041752,0.0
Chaine de 21 maillons DN28mm,12.0,0.0,1,MECANIQUE,0.012526096033402923,1.1273486430062631,0.0
Boitier de bouton poussoir,1.0,0.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.0
Chaine de 15 maillons DN38mm,10.0,0.0,1,MECANIQUE,0.010438413361169102,0.9394572025052192,0.0
Amourtisseur bouclier  SCN 1000 E3.0,1.0,0.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
Chaine de 15 maillons DN32mm,8.0,0.0,1,MECANIQUE,0.008350730688935281,0.7515657620041752,0.0
Chaine de 14 maillons DN35mm,10.0,0.0,1,MECANIQUE,0.010438413361169102,0.9394572025052192,0.0
Chaine de 13 maillons DN50mm,7.0,0.0,1,MECANIQUE,0.007306889352818371,0.6576200417536534,0.0
Chaine de 11 mailons DN45mm,10.0,0.0,1,MECANIQUE,0.010438413361169102,0.9394572025052192,0.0
Carrelage NOIR 60*30 cm,805.0,0.0,1,DIVERS,0.8402922755741128,75.62630480167014,0.0
Amourtisseur bouclier  SCN 1600 E1.5,1.0,0.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
Produit d'accrochage de reflecteur de route,13.0,0.0,1,DIVERS,0.013569937369519834,1.221294363256785,0.0
Cable de levage,4.0,0.0,1,MECANIQUE,0.0041753653444676405,0.3757828810020876,0.0
Cable armé Ø4*16MM2,80.0,0.0,1,ELECTRICITE,0.08350730688935282,7.515657620041754,0.0
Cable armé cuivre Ø5*4MM2,105.0,0.0,2,ELECTRICITE,0.10960334029227557,9.864300626304802,0.0
Cable  Ø4*10MM2,60.0,0.0,3,ELECTRICITE,0.06263048016701461,5.6367432150313155,0.0
Disjoncteur 3P 32A,1.0,0.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.0
Plaque antifrictions de dimensions de dimensions 306x134x40,18.0,0.0,1,MECANIQUE,0.018789144050104383,1.6910229645093944,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (¿¿),1.0,0.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,0.0
Tige de fixation,14.0,0.0,2,DIVERS,0.014613778705636743,1.3152400835073068,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (t),1.0,0.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,0.0
Plaque antifrictions de dimensions  1095x828x40,93.0,0.0,1,MECANIQUE,0.09707724425887265,8.736951983298539,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (r),2.0,0.0,1,DIVERS,0.0020876826722338203,0.1878914405010438,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (port en arab),2.0,0.0,2,DIVERS,0.0020876826722338203,0.1878914405010438,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (o),1.0,0.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (n),1.0,0.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,0.0
Toilette moderne d'occasion,12.0,0.0,1,PLOMBERIE,0.012526096033402923,1.1273486430062631,0.0
Tranformateur 220 - 24v,1.0,0.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (med en arab),8.0,0.0,2,DIVERS,0.008350730688935281,0.7515657620041752,0.0
"Transformateur électronique ""WEIDMÜLLER"" 250 v/ 24v-10 A",1.0,0.0,1,ELECTRONIQUE,0.0010438413361169101,0.0939457202505219,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (g),1.0,0.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,0.0
Plaque antifrictions de dimensions  1395x868x40,102.0,0.0,1,MECANIQUE,0.10647181628392484,9.582463465553236,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (e),3.0,0.0,2,DIVERS,0.003131524008350731,0.2818371607515658,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (d),1.0,0.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,0.0
Plaque antifrictions de dimensions  1700x865x40,98.0,0.0,1,MECANIQUE,0.1022964509394572,9.206680584551147,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (a),1.0,0.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (T),1.0,0.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (D),1.0,0.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (¿),1.0,0.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,0.0
Fourniture et pose de lettre en tôle galvanisé pour les dtructures décoratives de giratoire de l'autoroute (¿¿¿¿¿),1.0,0.0,1,DIVERS,0.0010438413361169101,0.0939457202505219,0.0
Plaque antifrictions de dimensions de dimensions 300x220x40,11.0,0.0,1,MECANIQUE,0.011482254697286013,1.033402922755741,0.0
"Fourniture et pose par M2S ""TMPA_CT_78_2020"" Déclencheur manuel NEMO112A",2.0,0.0,2,INCENDIE,0.0020876826722338203,0.1878914405010438,0.0
Manille droite de diamètre DN45mm,27.0,0.0,1,MECANIQUE,0.028183716075156576,2.536534446764092,0.0
Manille lyre de diamètre DN35mm,34.0,0.0,1,MECANIQUE,0.03549060542797495,3.1941544885177455,0.0
Manille lyre de diamètre DN38mm,29.0,0.0,1,MECANIQUE,0.030271398747390398,2.7244258872651357,0.0
Manille droite de diamètre DN35mm,31.0,0.0,1,MECANIQUE,0.032359081419624215,2.9123173277661794,0.0
Manille droite de diamètre DN32mm,35.0,0.0,1,MECANIQUE,0.03653444676409186,3.288100208768267,0.0
Mamelon cuivre Ø3/4,2.0,0.0,1,PLOMBERIE,0.0020876826722338203,0.1878914405010438,0.0
Lampe feu d'alignement 150W,3.0,0.0,3,BALISAGE MARITIME,0.003131524008350731,0.2818371607515658,0.0
Lampe T8 LED  9W,6.0,0.0,1,ELECTRICITE,0.006263048016701462,0.5636743215031316,0.0
Lampe E27 LED 9W Ingelec,60.0,0.0,10,ELECTRICITE,0.06263048016701461,5.6367432150313155,0.0
Monchon cheville Ø10,50.0,0.0,4,DIVERS,0.05219206680584551,4.697286012526096,0.0
Joint torique de verrin,1.0,0.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
Moteur de centrale hydraulique,1.0,0.0,1,MECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
Indicateur BASCULE EXA,3.0,0.0,3,ELECTRONIQUE,0.003131524008350731,0.2818371607515658,0.0
Imprimante de BASCULE  - Marque :MK@IURI,5.0,0.0,5,ELECTRONIQUE,0.005219206680584551,0.4697286012526096,0.0
"Panneau ""Vitesse -20-""",2.0,0.0,1,PANNEAUX DE SIGNALISATION,0.0020876826722338203,0.1878914405010438,0.0
"Panneau LED ""Barriére de train""",2.0,0.0,1,PANNEAUX DE SIGNALISATION,0.0020876826722338203,0.1878914405010438,0.0
"Piton ouvert zingue VIS ""L""",21.0,0.0,2,DIVERS,0.021920668058455117,1.9728601252609606,0.0
Fusible 63A - gG Ø22*58,3.0,0.0,3,ELECTRICITE,0.003131524008350731,0.2818371607515658,0.0
"Fourniture et pose par M2S ""TMPA_CT_78_2020"" Détecteur thermiques adressable - Marque :TECNOFIRE",1.0,0.0,1,INCENDIE,0.0010438413361169101,0.0939457202505219,0.0
"Fléxible 3/8 ""coude-coude"" 1,5M",1.0,0.0,1,ELECTROMECANIQUE,0.0010438413361169101,0.0939457202505219,0.0
"Fléxible 3/4 ""simple-simple"" 2M",4.0,0.0,1,ELECTROMECANIQUE,0.0041753653444676405,0.3757828810020876,0.0
Plaque antifrictions de dimensions  1873x350x40,96.0,0.0,1,MECANIQUE,0.10020876826722339,9.018789144050105,0.0
Plaque antifrictions de dimensions  828x102x40,89.0,0.0,1,MECANIQUE,0.09290187891440502,8.36116910229645,0.0
Plaque antifrictions de dimensions 1285x1247x40,312.0,0.0,1,MECANIQUE,0.325678496868476,29.31106471816284,0.0
Déclencheur Manuel Adressable - Marque :TECNOFIRE,18.0,0.0,5,INCENDIE,0.018789144050104383,1.6910229645093944,0.0
Plaque antifrictions de dimensions 1285x365x40,180.0,0.0,1,MECANIQUE,0.18789144050104384,16.910229645093946,0.0
Plaque antifrictions de dimensions de dimensions 1000x1000x40,14.0,0.0,1,MECANIQUE,0.014613778705636743,1.3152400835073068,0.0
Siphon de sol  inox 15*15 sans cache,4.0,0.0,2,PLOMBERIE,0.0041753653444676405,0.3757828810020876,0.0
Plaque antifrictions de dimensions de dimensions 1000x220x40,18.0,0.0,1,MECANIQUE,0.018789144050104383,1.6910229645093944,0.0
Plaque antifrictions de dimensions de dimensions 1000x300x40,12.0,0.0,1,MECANIQUE,0.012526096033402923,1.1273486430062631,0.0
Disjoncteur 4P 10A,1.0,0.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.0
Manille droite de diamètre DN50mm,11.0,0.0,1,MECANIQUE,0.011482254697286013,1.033402922755741,0.0
Disjoncteur 2P 63A,1.0,0.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.0
Plaque antifrictions de dimensions de dimensions 1000x700x40,15.0,0.0,1,MECANIQUE,0.015657620041753653,1.4091858037578289,0.0
Diffuseurs sonore et lumineux (sérine avec feu flash) 105 dB,6.0,0.0,4,INCENDIE,0.006263048016701462,0.5636743215031316,0.0
Detecteur de mouvement,1.0,0.0,1,ELECTRICITE,0.0010438413361169101,0.0939457202505219,0.0
Plaque antifrictions de dimensions de dimensions 1044x172x40,25.0,0.0,1,MECANIQUE,0.026096033402922755,2.348643006263048,0.0
Plaque antifrictions de dimensions de dimensions 1044x335x40,45.0,0.0,1,MECANIQUE,0.04697286012526096,4.227557411273486,0.0
Plaque antifrictions de dimensions de dimensions 1044x720x40,97.0,0.0,1,MECANIQUE,0.10125260960334029,9.112734864300625,0.0
Plaque antifrictions de dimensions de dimensions 1054x360x40,130.0,0.0,1,MECANIQUE,0.13569937369519833,12.21294363256785,0.0
Plaque antifrictions de dimensions de dimensions 1220x1054x40,220.0,0.0,1,MECANIQUE,0.22964509394572025,20.66805845511482,0.0
Plaque antifrictions de dimensions de dimensions 134x114x40,15.0,0.0,1,MECANIQUE,0.015657620041753653,1.4091858037578289,0.0
Déclencheur manuel FM500,3.0,0.0,1,INCENDIE,0.003131524008350731,0.2818371607515658,0.0
Défense SCN 1000 E3.0,3.0,0.0,1,MECANIQUE,0.003131524008350731,0.2818371607515658,0.0
Défense SCN 1200 E1.6,3.0,0.0,1,MECANIQUE,0.003131524008350731,0.2818371607515658,0.0
Tube PVC Ø125,29.0,0.0,2,PLOMBERIE,0.030271398747390398,2.7244258872651357,0.0
Plaque antifrictions de dimensions  865x100x40,126.0,0.0,1,MECANIQUE,0.1315240083507307,11.837160751565762,0.0
Fixation fille berbère,88.0,0.0,1,DIVERS,0.0918580375782881,8.267223382045929,0.0
Plaque antifrictions de dimensions  868x102x40,113.0,0.0,1,MECANIQUE,0.11795407098121086,10.615866388308977,0.0
Plaque antifrictions de dimensions  958x100x40 droite,75.0,0.0,1,MECANIQUE,0.07828810020876827,7.045929018789144,0.0
Socle détecteur - Marque :MORLEY-IAS,11.0,0.0,1,INCENDIE,0.011482254697286013,1.033402922755741,0.0
Socle déclencheur manuel ESSER,4.0,0.0,2,INCENDIE,0.0041753653444676405,0.3757828810020876,0.0
Slotbout mushroomhead 8*148,823.0,0.0,1,DIVERS,0.8590814196242171,77.31732776617955,0.0
Slotbout a tete bombee 8*80,1582.0,0.0,1,DIVERS,1.6513569937369519,148.62212943632568,0.0
Slotbout a tete bombee 8*148,264.0,0.0,1,DIVERS,0.2755741127348643,24.801670146137788,0.0
Défense SCN 1200 E2.9,2.0,0.0,1,MECANIQUE,0.0020876826722338203,0.1878914405010438,0.0
Slotbout  mushroomhead 8*80,759.0,0.0,1,DIVERS,0.7922755741127349,71.30480167014613,0.0
Détecteur optique adressable - Marque :TECNOFIRE,31.0,0.0,5,INCENDIE,0.032359081419624215,2.9123173277661794,0.0
Détecteur optique adressable - Marque :MORLEY-IAS,14.0,0.0,2,INCENDIE,0.014613778705636743,1.3152400835073068,0.0
Plaque antifrictions de dimensions  958x100x40 gauche,87.0,0.0,1,MECANIQUE,0.09081419624217119,8.173277661795407,0.0
Défense complète de type UE 750x2000 E1.4 avec plaque antifrictions de dimensions  2000*620*100,20.0,0.0,1,MECANIQUE,0.020876826722338204,1.8789144050104385,0.0
Défense SPC 1600 G2.5,3.0,0.0,2,MECANIQUE,0.003131524008350731,0.2818371607515658,0.0
Défense SPC 1200 G2.8,2.0,0.0,1,MECANIQUE,0.0020876826722338203,0.1878914405010438,0.0
Défense SCN 1600 E1.5,4.0,0.0,1,MECANIQUE,0.0041753653444676405,0.3757828810020876,0.0
Indicateur BASCULE MATRIX II,2.0,0.0,2,ELECTRICITE,0.0020876826722338203,0.1878914405010438,0.0
